본문,산업
"국내 암환자수와 암사망자수가 늘어나고 있지만 2001년 인구 10만명당 246.2명이었던 암사망률은 2023년 147.6명으로 40% 줄었다. 고령화로 암 사망자의 절대적 규모는 늘었지만 조기진단과 암 치료기술이 발달했기 때문이란 분석이다.  18일 대한암학회(이하, 암학회)가 서울 소공동 롯데호텔에서 개최한 '암 연구 동향 보고서 2025'(이하, 보고서) 발간 기념 기자간담회'에서 박도중 발간위원장(서울대병원 위장관외과 교수)은 ""고령 인구가 많아지면서 암 사망자 수의 절대적 규모는 늘었지만, 암 정복을 위한 정부와 의료계의 노력으로 암 사망률은 감소 추세""라고 밝혔다.  암학회가 2023년에 이어 두 번째로 발간한 이번 보고서는 국내 암 연구 전문가 22명이 △공중보건연구 △기초연구 △임상연구 △응용개발(마켓) 등 총 4개 분야의 국내외 암 연구 동향을 분석해 집필했다. 이 보고서에 따르면 국내 암 사망자 수는 2001년 5만9288명에서 2023년 8만5271명으로 늘었다. 특히 2023년 암 사망자 수는 전체 사망자(35만2511명)의 24%로, 사망원인 2위를 차지한 심장질환보다 2배 이상 높았다. 고령 인구가 많아지면서 암 환자 수, 암 사망자 수도 증가한 건데, 같은 기간 '암 사망률'은 인구 10만명당 246.2명에서 147.6명으로 오히려 40% 줄었다.  특히 국내 암환자의 5년 상대생존율은 2000년 46.5%에서 2018년 71.7%로 향상했다. 이러한 성과는 '발생대비 사망비'(M/I ratio, Mortality/Incidence ratio) 지표를 통해 알 수 있는데, 우리나라는 △위암 △대장암 △유방암의 발생대비 사망비가 세계에서 가장 낮은 것으로 나타났다. 이 지표는 암 발생 환자 가운데 얼마나 많은 환자가 생존으로 이어졌는지를 간접적으로 보여주는데, 값이 낮을수록 생존율이 높음을 뜻한다.  이번 보고서 발간위원회 실무 책임자인 박도중 발간위원장(서울대병원 위장관외과 교수)은 ""우리나라 암 환자의 발생대비 사망비가 낮은 건 국가암검진을 통한 조기 진단과 의료 현장의 우수한 치료 성과 덕분에 암이 많이 발생하더라도 사망으로 이어질 확률이 낮기 때문""이라고 분석했다. 이어 ""학계의 지속적인 연구와 정부의 지원, 국민의 적극적인 암검진 참여 등 여러 노력이 합쳐진 결과, 암 생존율이 높은 것""이라고 설명했다.  이런 높은 암 치료 성적을 이어가려면 임상시험 수준도 뒷받침해야 하는데, 2024년 우리나라는 '임상시험 수행국가' 세계 6위에 이름을 올렸다. 단, 임상시험의 70% 이상이 '의뢰자(제약사 등) 주도'였고, 연구자 주도의 암 임상시험은 29.3%에 그쳤다. 박도중 발간위원장은 ""연구자 주도의 항암제 임상시험을 활성화하고 독립적인 연구 환경을 조성하기 위한 제도 개선, 재정 지원이 필요하다""고 주장했다.  이런 상황에서 중국이 암 임상시험에 적극적으로 뛰어들며 한국을 위협하고 있다. 한국의 암 임상시험 건수는 2020년 323건에서 2024년 215건으로 줄었고, 미국도 같은 기간 2651건에서 2030건으로 줄었다. 반면 중국은 1394건에서 2201건으로 크게 늘었다.  앞서 중국 정부는 과학기술부 주도하에 2022년 '국가 중점 연구개발 프로젝트'에 착수했는데, 생명과학 분야 예산(53억5000만위안) 가운데 47%(25억3000만위안, 한화 약 5000억원)을 암 연구 프로젝트 4개에 배정했다. 이는 중국 정부가 암 연구를 국가 우선순위로 두고 적극적으로 투자하고 있음을 시사한다. 박도중 발간위원장은 ""중국은 한국보다 임상시험 대상자(암 환자)가 압도적으로 많고, 임상시험 진입이 수월한 데다, 중국에서 개발한 신약을 수출하기 전, 자국민에게 널리 활용할 수 있다는 점에서 한국에게 위협적일 수 있다""고 분석했다.  이번 보고서엔 '소아·청소년 암'을 스페셜 이슈(Special Issue)로 선정해 수록했다. 소아·청소년 암의 국내 역학, 연구·치료 발전 현황 등에 대한 전문가 분석을 통해 소아·청소년 암 분야의 과제와 사회적 지원 체계 구축의 필요성을 강조했다.  최근 급부상한 인공지능(AI) 기반 암 진단 시장 데이터도 보고서에 실렸다. 관련 세계 시장 규모는 2024년 2억6800만달러에서 2028년 6억5600만달러까지 성장할 전망이다. 한상욱 대한암학회 회장은 ""우리나라는 연구자와 정부, 국민의 노력이 더해져 세계 최고의 의료 수준과 암 연구 역량을 갖추게 됐지만, 여전히 암으로 고통받는 사람이 많다""며 ""암 정복이라는 궁극적인 목표를 위해 앞으로도 암학회가 중심이 돼 산·학·연·관의 긴밀한 협력을 이끌겠다""고 포부를 밝혔다.  이번 보고서는 오는 22일 대한암학회 홈페이지에 파일 형식으로 게시되며, 누구나 무료로 다운받을 수 있다.",헬스케어
"리비오젠(대표 이준형)이 피부 검체를 기반으로 반려동물의 질환을 예측하는 기술에 대해 국제 특허(PCT) 출원을 완료했다고 18일 밝혔다.  이번 특허는 '반려동물의 피부 검체에 기초해 피부 질환, 장 질환 및 구강 질환을 예측하는 반려동물용 종합 건강 검사 방법'으로, 리비오젠은 지난 8월 국내 특허를 출원한 데 이어 최근 PCT 출원을 마쳤다.  해당 기술은 기존 단일 부위 검사에 그치지 않고 피부 검체에서 얻은 생물학적 정보(마이크로바이옴 데이터 등)를 분석, 전신 건강 상태를 통합적으로 예측하도록 설계된 것이 특징이다. 피부·장·구강 등 서로 연관된 질환의 위험 신호를 조기에 파악할 수 있다.  리비오젠은 이번 특허 기술을 기반으로 반려동물 종합 건강 검사 플랫폼을 단계적으로 확장할 계획이다. 현재 상용화된 '도그시그널(DOGsignal)' 구강 마이크로바이옴 검사 기술과 연계, 피부·장·구강을 아우르는 통합 검사 서비스로 발전시키고 반려동물의 건강 변화를 장기적으로 추적·관리하는 솔루션을 구축할 예정이다.  아울러 PCT 출원을 발판으로 해외 시장 진출과 글로벌 파트너십 확대도 추진한다. 현지 규제에 대응한 검사 서비스 고도화와 함께 글로벌 반려동물 헬스케어 시장에서의 경쟁력 강화에 나선다는 방침이다.  리비오젠 관계자는 ""이번 출원 기술은 반려동물의 건강을 단일 증상이 아닌 서로 연결된 생물학적 시스템으로 바라보는 접근이라는 점에서 의미가 있다""며 ""질환을 사후 진단하는 데 그치지 않고 데이터 기반으로 질병 위험을 예측·관리하는 반려동물 헬스케어 표준을 만들어 가겠다""고 말했다.",헬스케어
"CTC(순환종양세포, Circulating Tumor Cell) 진단·분석 전문기업 씨티셀즈와 제약·바이오 컨설팅기업 디자인바이제이가 CTC 기반 정밀진단 및 전임상 모델개발을 포함한 전략적 사업 협력을 위해 업무협약을 17일 체결했다고 밝혔다.  이번 협약은 CTC 기반 액체생검(Liquid Biopsy) 기술의 사업화 고도화는 물론, CTC 유래 종양 모델을 활용한 전임상 연구 확장을 목표로 추진됐다. 양사는 진단-전임상-신약개발로 이어지는 연계 전략을 통해 CTC 기술의 활용 범위를 단계적으로 확대해 나갈 계획이다.  씨티셀즈는 독자적인 CTC 분리·분석 기술을 바탕으로 암 진단, 예후 예측, 치료 반응 모니터링 등 정밀의료 분야에서 경쟁력을 갖춘 진단 플랫폼 기업이다. 특히 혈액 기반 최소침습 진단 기술을 통해 임상 현장에서의 활용 가능성을 지속적으로 넓히고 있다.  디자인바이제이는 제약·바이오 및 헬스케어 분야에 특화된 하이엔드 사업개발(BD)·전략 컨설팅 기업으로, 기술사업화, 시장 진입 전략, 글로벌 파트너링 및 라이선싱 자문을 수행하고 있다.  정보영 디자인바이제이 대표는 클리노믹스, 싸이토젠 등에서 사업개발(BD)을 담당하며, 액체생검 및 CTC 기반 기술의 사업화와 파트너링을 주도한 경험을 보유하고 있다. 자가면역·난치질환 분야 특화 비임상 CRO인 프리클리나의 사업개발 총괄(CBO)을 겸직하고 있어 이번 협약에서 CTC 기반 PDX(Patient-Derived Xenograft) 마우스 모델 개발 및 전임상 적용 전략을 실질적으로 연결할 수 있는 가교 역할을 수행할 것으로 기대된다.  양사는 이번 MOU를 통해 △ CTC 기반 진단·분석 기술의 사업성 평가 및 시장 포지셔닝 전략 수립 △CTC 유래 종양 세포를 활용한 PDX 마우스 모델 개발 가능성 검토 △전임상 효능 평가와 정밀진단 기술을 연계한 공동 연구 및 사업 협력 △제약사·연구기관 대상 국내외 파트너링 및 투자 유치(IR) 전략 자문 등에서 긴밀히 협력할 예정이다.  씨티셀즈 관계자는 ""CTC 기술의 임상적 가치뿐 아니라 전임상 및 신약개발 단계로의 확장 가능성까지 함께 고민할 수 있는 파트너십""이라며 ""정밀진단과 전임상을 잇는 새로운 사업 모델을 만들어갈 수 있을 것으로 기대한다""고 밝혔다. 정 대표는 ""CTC는 진단을 넘어 신약개발까지 확장 가능한 핵심 기술 자산""이라며 ""클리노믹스와 싸이토젠에서의 CTC 사업개발 경험, 그리고 프리클리나의 전임상 역량을 유기적으로 연결해 씨티셀즈 기술이 연구·임상·사업 전반에서 실질적인 가치로 이어질 수 있도록 전략적 파트너 역할을 수행하겠다""고 말했다.  양사는 이번 협약을 시작으로 CTC 기반 정밀진단 기술과 전임상 모델을 연계한 중장기 사업화 로드맵을 수립하고, 단계적인 협업을 통해 가시적인 성과를 도출해 나갈 계획이다.",헬스케어
"(주)에버파인(everpine) 이 12월 7일부터 9일까지 중국 지린성 창춘에서 열린 '2025 중국창춘국제의약건강산업박람회(中??春????健康??博??)' 한국관에 참가했다고 밝혔다. 에버파인은 치매예방 퍼즐 콘텐츠 '기억퍼즐 365'의 중국 현지 도입 논의를 대량 공급(3,000세트 이상) 수준의 구매 협상 단계로 확대하는 성과를 거뒀다고 밝혔다.   이번 성과는 KOTRA 지원을 기반으로 이뤄졌다. 특히 KOTRA 창춘무역관 고성호 관장의 적극적인 현지 네트워크 연계와 매칭 지원을 통해 중국 내 치매 예방 및 시니어 의료·돌봄 분야 주요 기관과의 실질 협의가 다수 성사됐다.  에버파인은 전시 기간 동안 창춘 런다 의료·돌봄 센터, 창춘 후이에 양로돌봄 센터, 연변 성수룡산 국제 강양신성 등 주요 기관과 협의를 진행했다. 논의 범위는 △시범 운영(테스트베드) △현장 피드백 반영 △대량 공급 및 정기 공급 모델 확장 등 단계적 도입 로드맵까지 확대됐다. 일부 기관과는 최소 3,000세트 이상 판매를 전제로 한 구매 협상도 시작됐다.  이번 박람회는 연변미래문화발전유한회사와 공동 참여해 현지 커뮤니케이션 및 실무 대응력을 강화했다. 또한 대전콘텐츠기업지원센터 콘텐츠산업육성팀과 협력해 제품 자료 정리, 현장 제안 포인트, 활용 시나리오 등을 체계적으로 준비하며 현장 설득력을 높였다.  전윤용 대표는 ""KOTRA의 지원으로 한국관에 참가할 수 있었고, 적극적인 현지 매칭이 중국 의료·돌봄 기관들과의 실질 미팅으로 이어졌다""며 ""지원기관들과의 준비와 네트워크가 실제 성과로 연결될 수 있도록 후속 협상과 계약까지 빠르게 추진하겠다""고 강조했다.  에버파인은 이번 성과를 바탕으로 중국 내 의료·돌봄 기관 환경에 맞춘 도입 모델을 구체화하고, 시범 운영 및 공급 조건을 확정해 실질적인 계약 및 납품으로 이어간다는 계획이다. 또한 현지 파트너십을 강화해 운영·유통·프로그램 적용까지 포함하는 협력 체계를 구축, 한국에서 검증된 시니어 인지훈련 콘텐츠를 중국 현장에 안정적으로 확산시키겠다는 전략이다.",헬스케어
"진원생명과학이 개발한 흡인(Suction) 기반 피내 DNA(유전자) 백신 접종 기술(Gene-Derm) 관련 논문을 국제 전문 학술지인 '더 저널 오프 제네 메디신'(The Journal of Gene Medicine) 최신호에 게재됐다고 18일 밝혔다.  이번에 게재된 논문 제목은 '기계적 자극에 의해 DNA가 세포로 전달되는 과정에서 CLIC/GEEC(Clathrin-Independent Carriers/GPI-AP Enriched Endocytic Compartments) 세포 유입 경로의 역할'(The Role of the CLIC/GEEC Endocytic Pathway for Mechanophysical Transfection of DNA)로, 진원생명과학의 최고의학책임자(CMO)인 조엘 매슬로(Joel N. Maslow) 박사가 주도적으로 참여해 미국 럿거스 대학교(Rutgers University) 하오 린(Hao Lin) 교수 연구팀과 공동으로 연구를 진행했다.  해당 논문은 흡인이나 전기천공과 같은 기계적·물리적 자극에 의해 DNA가 세포 내로 전달되는 과정에서 'CLIC/GEEC'로 불리는 클라트린 비의존적 엔도사이토시스 경로가 주요하게 관여할 가능성을 기존 연구 결과와 문헌을 바탕으로 종합적으로 제시했다.  기존 DNA 백신 접종 방식으로 널리 사용되어 온 전기천공법(Electroporation)은 세포막에 전기적 자극을 가해 DNA 유입을 유도하는 방식으로, 효율은 높으나 통증 및 시술 부담이 단점으로 지적됐다. 이에 비해 진원생명과학이 개발한 흡인 기반 접종 방식은 피부 조직에 순간적인 음압을 가했다가 해제하는 방식으로, 전기적 자극 없이도 효율적인 DNA 전달이 가능하다는 점에서 차별화된 접근이란 것이 회사의 설명이다.  논문에 따르면 피부에 가해진 흡인 자극이 풀리는 순간에 세포는 원래 상태로 돌아가기 위해 외부 물질을 적극적으로 받아들이는 반응을 보인다. 이 과정에서 CLIC/GEEC로 불리는 세포 유입 경로가 활성화될 가능성이 높으며, DNA 백신이 세포 안으로 효율적으로 들어가는 원리를 설명할 수 있는 주요 메커니즘으로 제시된다.  또한 CLIC/GEEC 경로는 다른 유입 방식과 달리 세포 안에서 DNA가 빠르게 분해되는 경로를 상대적으로 덜 거칠 수 있어 DNA가 세포 내에 더 오래 머물며 항원 단백질을 만들어내는 데 유리할 수 있는 특징을 가졌다는 설명이다.  진원생명과학은 실제로 코로나19 DNA 백신(GLS-5310) 임상 연구에서 흡인식 피내 접종기를 사용한 경우, 전기천공법이나 무바늘 제트 주사기 방식과 비교해 동등 이상의 항체 반응과 함께 유의미하게 높은 T세포 면역반응을 유도한 바 있다. 이번 논문은 이러한 임상 결과를 세포·분자 수준에서 가장 설득력 있게 설명할 수 있는 기전적 프레임을 제시했다는 점에서 의미가 있다.  진원생명과학 관계자는 ""이번 논문은 흡인 기반 DNA 백신 접종 기술의 임상적 유효성을 뒷받침할 수 있는 과학적 근거를 체계적으로 정리한 연구라는 점에서 의미가 크다""며 ""향후 Gene-Derm을 활용한 감염병 백신 및 개인 맞춤형 항암 DNA 백신 개발 과정에서, 접종 방식의 작용 원리를 설명하는 중요한 근거 자료로 활용될 수 있을 것""이라고 말했다.  한편 더 저널 오프 제네 메디신은 유전자 치료 및 유전자 전달(gene delivery) 분야에 특화된 국제 학술지로 해당 분야 연구자와 기술 개발자들 사이에서 인지도가 높다. 진원생명과학은 미국 자회사 VGXI를 통해 플라스미드 DNA 및 mRNA(리보핵산) 의약품의 임상용 및 상업용 규모 cGMP 생산 역량을 보유하고 있으며 이번에 정리된 접종 기전 연구를 바탕으로 핵산 기반 의약품 개발 경쟁력을 지속적으로 강화해 나갈 계획이다.",헬스케어
"에스티큐브는 소화기암 분야 세계 최대 규모 학회인 'ASCO GI'(미국임상종양학회 소화기암 심포지엄)에 넬마스토바트의 전이성 대장암 임상 1b상 분석 결과와 BTN1A1 기반 환자선별 바이오마커 연구 초록이 공식 채택됐다고 18일 밝혔다. ASCO GI는 다음달 8~10일(현지 시각) 미국 샌프란시스코에서 열린다.  이번 발표에서는 전이성 대장암 임상 1b상에서 확보된 BTN1A1 발현과 치료 반응의 주요 데이터를 바탕으로 바이오마커 기반 2상 임상 전략의 타당성과 개발 가치에 대해 소개한다.  1b상 결과를 토대로 BTNA1의 발현뿐 아니라 PD-L1, CD8, Ki-67, SLFN11, CK, YAP1 등 다양한 종양·면역 관련 바이오마커와의 연관성을 함께 평가해, BTN1A1 기반 환자선별 전략의 생물학적 근거를 강화했다.  에스티큐브는 넬마스토바트를 트리플루리딘-티피라실(TAS-102) 및 베바시주맙과 병용하는 전이성 대장암 임상 1b/2상을 진행 중이다. 1b상은 BTN1A1 스크리닝 없이 전체 환자(all-comer)를 대상으로 수행됐으며, 분석 결과 6명 중 5명(83%)에서 BTN1A1 고발현(TPS≥50)이 확인됐다. 현재 진행 중인 2상 임상은 BTN1A1 TPS(종양비율점수)≥50 환자를 선별해 진행하는 바이오마커 기반 임상이다.  1b상에서 넬마스토바트와 관련된 독성은 관찰되지 않았으며 초기 반응평가에서도 고무적인 결과가 확인됐다. BTN1A1 TPS≥50 환자 5명 중 2명에서 부분관해(PR)가 나타났고, 나머지 환자에서도 종양 감소 경향을 보이는 안정병변(decreasing SD)이 관찰됐다. 이후 4개월 시점에서 실시한 두 번째 종양평가에서도 환자들은 모두 치료효과를 유지했으며, 질병진행(PD)은 한 건도 보고되지 않았다.  에스티큐브 관계자는 ""BTN1A1은 전이성 대장암 환자에서 발현 빈도가 높을 뿐만 아니라, 기존 화학항암요법에 실패한 3차 치료 환자에서 더욱 높은 발현 양상이 관찰되고 있다""며 ""이번 1b상뿐 아니라 앞선 연구자임상에서도 BTN1A1 고발현 환자에서 넬마스토바트의 치료반응이 뚜렷하게 나타나고 있어, 바이오마커 기반 2상 설계와 글로벌 협력 논의의 중요한 자료로 활용되고 있다""고 설명했다.  에스티큐브는 ASCO GI 2026 기간 동안 BTN1A1 타깃 면역항암 플랫폼과 넬마스토바트의 임상 전략을 공유하며 글로벌 제약사 및 연구자들과 협력 논의를 이어갈 예정이다. 또한 학회 직후 개최되는 JP모건 헬스케어 콘퍼런스에서도 주요 제약사들과 만나 구체적인 협력 옵션과 개발 전략을 논의할 계획이다.",헬스케어
"보건복지부가 향후 5년 내 성과 창출이 가능한 보건의료 국가대표기술 30개를 선정하고 전폭적인 지원에 나선다.  복지부는 18일 오후 서울 중구 서울시티타워에서 2025년 제4차 보건의료기술정책심의위원회(이하 보기심)를 개최하고 이 같은 내용을 담은 '보건의료 R&D 로드맵'(안)을 논의했다. 보건의료 R&D 로드맵은 이재명 정부 국정과제인 '바이오헬스 5대 강국 실현'을 위한 '지도'와 같다. 주요국 대비 기술 수준 격차(80% → 85%)를 줄이고 국민건강수명을 증진(78.4세 → 80세)하기 위해 내년부터 2030년까지 5년간 4대 투자 방향을 중심으로 R&D 역량을 집중한다.  4대 투자 분야는 △바이오헬스 패러다임 전환 △데이터 기반의 AI 의료 △지역·필수 의료 강화 △임무 중심의 도전적 연구로 구성됐다.  먼저 복지부는 패러다임 전환을 위해 유망기술 중심의 탑 다운(Top-down)식 전략적 투자로 보건의료 국가대표기술 30개를 육성하기로 했다. 치매, 희소 질환, 감염병에서 유전자 편집(CRISPR 등)과 양자 컴퓨팅, 뉴모달리티 플랫폼까지 다양한 유망기술을 발굴할 계획이다. 복지부는 ""선정 후 끝까지 지원할 것""이라며 강한 의지를 내비쳤다. 인공지능(AI)과 양자컴퓨팅을 활용한 기술과 혁신 신약, CRDMO(위탁연구개발생산) 플랫폼 개발에도 적극적으로 나서는 한편 글로벌 첨단 의료기기와 필수의료기기의 국산화에도 박차를 가한다. 차세대 재생의료기술 임상 진입을 위한 전임상·실증기반 고도화도 추진할 계획이다.  AI 의료는 데이터 구축, 의료시스템 접목, 의료 현장 활용, 인재 양성으로 세분해 안전한 활용과 의료 질 향상, 의료진 업무 경감을 도모한다. 지역·필수 의료 강화를 위해 지역 국립대병원 특화 R&D 지원으로 지역의료 연구 인프라를 개선하고 임상과 연구·교육 간 선순환 발전 구조를 확립한다. AI·빅데이터 기반의 차세대 감염병 대응체계를 구축하고, 공공 백신 개발부터 상용화까지 연속 지원하는 전주기 R&D도 강화할 방침이다. 국가 난제 해결을 위한 '한국형 ARPA-H'가 포함된 도전·임무 중심 분야는 성공 시 사회적으로 파급효과가 크고, 사회 문제를 해결할 수 있는 도전적 연구를 지원한다. 인체 재생, 감염병 대응, 역노화 등이 포함된다.   정부는 안정적인 R&D 추진을 위해 재원을 다양화하는 한편 인프라 투자 확대, 범부처 협력도 강화하기로 했다. 연구 성과가 실제 임상 현장에 닿도록 연구 데이터의 전주기 관리 방안을 마련하고 조기 시장 진입을 위한 단계별 지원에 나선다. 글로벌 공동 연구 국가를 확대하고 특허권이나 성과물 귀속처럼 발생 가능한 이슈에 대한 법률·행정 지원도 병행한다.  내년도 5개 부처의 총 보건의료 R&D 예산은 2조 4251억원으로 전년 대비 14.3% 증가했다. 보건복지부 1조 652억원, 과학기술정보통신부 7481억원, 산업통상부 2974억원, 질병관리청 1973억원, 식품의약품안전처 1171억원이다. 복지부는 내년 83개 사업 중 신규 사업(14개) 638억원, 계속사업(69개)은 1조 14억원의 R&D 예산을 투입할 계획이다.  이날 보기심은 천연물신약 R&D 분야 국가연구개발사업을 시행하고 있는 8개 중앙행정기관이 합동으로 수립한 제5차 천연물신약 연구개발 촉진 계획을 심의·확정했다. 이를 통해 천연물 신약이 '보건의료기술'로 통합 관리되도록 '천연물개발촉진법'과 법령 통합을 추진하고, 민·관 협의체를 구성해 현장 수요 기반의 정책 발굴에 나설 예정이다. 제약바이오 메가펀드(2기)를 통해 천연물신약 분야 사업화·임상·글로벌 진출에 필요한 자금도 조달한다.  이형훈 복지부 제2차관은 ""대한민국이 바이오헬스 분야의 글로벌 중심국가로 도약할 수 있도록 적극 지원하며, 미래성장동력 확보를 위한 도전적 연구와 글로벌 경쟁력을 갖춘 협력 기반 마련에 힘쓰겠다""고 말했다. 조명찬 보기심 민간위원장(충북대 의대 명예교수)은 ""국민이 체감할 수 있는 보건의료 연구개발 성과를 창출하기 위해서는 관계부처 간 협력과 산·학·연·병의 연구 협력이 무엇보다 중요하다""고 강조했다.",헬스케어
"내년 바이오의약품, 의료기기, 화장품 등 'K-바이오헬스' 산업 수출액이 사상 처음 300억달러를 넘어설 것으로 전망된다. 아시아 중심에서 미국·유럽으로 수출 시장이 다변화하고 'K-뷰터' 'K-의료'에 대한 젊은 세대의 관심이 커지며 바이오헬스 신업의 고른 성장이 예상된다.  한국보건산업진흥원(이하 진흥원)이 18일 발표한 '바이오헬스 산업 수출 동향 및 전망'에 따르면 내년 관련 산업 수출은 올해보다 9% 증가한 304억 달러로 역대 최대 실적을 기록할 전망이다. 관세청 수출입 통관자료 등 기초자료에 시계열 모형, 전문가 조사 등을 종합해 도출한 수치다.  이에 따르면 내년 의약품 수출은 미국·유럽의 바이오의약품 수요 증가와 위탁개발생산(CDMO) 능력 향상으로 올해보다 10.5% 증가한 117억 달러를 기록할 것으로 예상된다. 바이오의약품 수출은 85억 달러로 전년 대비 23.4% 증가해 의약품 전체 수출의 81.1%를 차지할 것으로 진흥원은 전망했다. 휴젤, 대웅제약 등의 해외 허가 확대, 신흥시장으로 공급망 확충에 따른 '보톡스'(독소류·톡소이드류)의 수출 증가도 기대된다.   국가별로는 유럽과 미국에서 약진이 예상된다. 유럽은 셀트리온의 졸레어 바이오시밀러 '옴리클로', 삼성바이오에피스의 골질환치료제 '오보덴스'와'엑스브릭'의 순차 출시(예정) 등 포트폴리오가 다변화되고 있다. 북미 지역도 국내 기업의 향상된 CDMO 생산 능력과 국산 바이오시밀러의 약진에 힘입어 견조한 성장이 전망된다. 반면에 아시아는 일본의 약가 인하 정책과 중국의 국가 집중구매 제도(VBP) 시행 등 부정적인 요소에 따라 제한적인 성장이 점쳐진다.  의료기기는 '전통의 강호'인초음파 영상 진단기, 방사선 촬영기기와 함께 미용 수요 증가에 따른 의료용 레이저 기기의 수출 확대로 올해보다 4.5% 증가한 62억 달러의 수출을 기록할 것으로 전망된다. 화장품의 경우 'Z세대'(1990년대 후반~2010년대 초반 출생자)를 중심으로 K- 뷰티 경험이 확산하고, 온라인 소비가 강화되면서 신흥시장으로의 진출에 가속도가 붙을 것으로 예상된다. 수출 예상치는 올해보다 9.9% 증가한 125억 달러다. 이병관 진흥원 바이오헬스혁신기획단장은 ""화장품은 글로벌 인지도 상승과 온오프라인 접근성 향상으로 주요 시장에서 안정적인 성장세가 지속될 것""이라 말했다.   올해 바이오헬스 산업 수출은 지난해보다 10.6% 증가한 279억 달러로 예상된다. 반도체, 자동차, 기계, 석유 제품, 석유 화학, 선박, 철강 제품에 이어 8번째로 수출 규모가 크다. 의약품 수출은 미국과 유럽의 수요 확대로 전년 대비 25.7% 증가한 105억 달러를 기록해 사상 처음 100억 달러를 넘어설 전망이다. 화장품은 중국의 저가 공세로 아시아·태평양 지역에서 성장세가 둔화하고 있지만 제품 경쟁력을 바탕으로 북미·유럽 등에 시장 지배력을 확장하고 있다.  이병관 단장은 ""글로벌 통상환경의 불확실성과 각국 규제 강화 등 급변하는 시장 환경을 고려할 때 지속적인 산업 성장을 위해 정부와 기업 간 협력과 관심이 그 어느 때보다 중요하다""고 강조했다. 진흥원은 ""K-의약품은 △블록버스터 의약품의 특허 만료에 따른 바이오시밀러 슈퍼사이클 진입 △세계 최고 수준의 CDMO 생산 역량을 발판 삼아 향후 5년이 글로벌 주류로 도약하는 '퀀텀 점프'의 결정적 시기가 될 것""이라며 ""통상 및 규제 리스크를 체계적으로 관리하고 시장 다변화를 통해 외부 충격을 분산할 수 있는 전략이 요구된다. 기업이 직면한 규제·통관·인증 부담을 완화하는 지원책도 병행돼야 한다""고 밝혔다.",헬스케어
"식품의약품안전처가 신속한 신약 허가를 위해 올해부터 시행하는 '신약 품목허가?심사 업무 절차'의 첫 바이오의약품으로 모더나의 '엠레스비아프리필드시린지(엠레스비아)'를 18일 허가했다.  엠레스비아는 60세 이상 성인 및 18세 이상 60세 미만 고위험군에서 호흡기세포융합바이러스(RSV)로 인한 하기도 질환을 예방하는 mRNA 백신이다.  식약처는 제품 허가를 위해 신약 허가 전문인력을 포함한 품목전담팀(18명)을 구성하고, 제조·품질관리(GMP) 우선 심사, 품목허가 신청 전후 맞춤형 대면 회의 운영 등을 통해 업체와 긴밀히 소통해 신속하게 품목허가를 완료했다.  식약처 관계자는 ""앞으로 신약 허가심사 과정에서 심층 예비 검토와 항목별 병렬 심사, 단계별 맞춤형 회의 개최 등 허가 체계를 더욱 개선해 신약의 신속한 시장 진입 지원으로 국민에게 치료 기회를 보다 빠르게 제공하고, 바이오 제약산업 성장이 촉진될 수 있도록 최선을 다할 계획""이라고 말했다.",헬스케어
"유한양행의 비소세포폐암 치료제 '렉라자'(성분명 레이저티닙)와 병용되는 존슨앤드존슨의 '리브리반트' 피하주사(SC) 제형이 미국 식품의약국(FDA) 허가를 획득했다.  18일 업계에 따르면 FDA는 17일(현지시간) EGFR 변이 비소세포폐암(NSCLC) 환자를 대상으로 한 리브리반트SC(리브리반트 파스프로)를 승인했다.  SC제형인 리브리반트 파스프로는 투약 시간이 5분 내외로 기존 정맥주사(IV)가 5~6시간 걸린 것과 비교해 환자 편의성을 크게 높였다. 투약 과정에 큰 제약이 없어 규모가 작은 병·의원에도 처치가 가능하다는 장점이 있다.  존슨앤드존슨은 보도자료를 통해 ""리브리반트 파스프로는 EGFR 변이 비소세포폐암 환자를 위한 최초이자 유일한 피하 투여 치료제""라며 ""투여 관련 이상 반응이 정맥 투여보다 약 5배 적게 나타나는 등 정맥혈전색전증을 비롯한 부작용 위험도 현저히 줄었다""고 밝혔다.  리브리반트 파스프로는 기존 리브리반트가 가진 모든 적응증에 대해 승인받았다. 환자 편의성이 개선되면서 이와 병용 처방되는 렉라자 사용량도 늘어날 가능성이 커졌다. 업계 관계자는 ""글로벌 판매 확대에 따라 매출 연동 로열티 상승도 기대할 수 있게 됐다""고 분석했다.",헬스케어
